A TOOL FOR ANALYSIS &amp; OPTIMIZATION OF THE DYNAMICS OF HIGH LIFT CONTROL DEVICES,G.F. WENDT,,Phase II,BEAM Technologies Inc,599154,,LaRC
MODEL BASED CALLIBRATION OF HIGH TEMPERATURE FURNACES,SHARIAR MOTAKEF,,Phase II,Cape Simulations Inc.,511783,,MSFC
INTERACTIVE SOFTWARE FOR END-TO-END ELECTRO-OPTICAL SYSTEM MODELING,EDWARD FRENIERE,,Phase II,Lambda Research Corp,694340,,GSFC
LOW-COST COMPACT SPECTROGRAPH FOR ROCKET PLUME ANALYSIS,EDWARD JOHNSON,,Phase II,Ion Optics Inc.,599995,,SSC
RELIABLE ECONOMICAL BEARING CARTRIDGE FOR SPACE APPLICATION,HERBERT SINGER,,Phase II,The Bearing Consultants LLP,600000,,GRC
GPS-BASED GN&amp;C SYSTEM FOR PROXIMITY OPERATIONS AND ATTITUDE CONTROL,TRIVENI UPADHYAY,,Phase II,Mayflower Communications Co Inc,599433,,JPL
CFRC SILICON CARBIDE MONOLITHIC SENSORCRAFT FOR NEXT GENERATION MICROSPACECRAFT APPLICATION,DEXTER WANG,,Phase II,SSG Inc,583094,,JPL
HIGH-PRECISION LOW COST SMART BEARING CONCEPT FOR ADVANCED CONTROL APPLICATIONS,DEXTER WANG,,Phase II,SSG Inc,586313,,JPL
SILICON CARBIDE LARGE APERTURE PHASE ARRAY MIRROR TECHNOLOGY,DEXTER WANG,,Phase II,SSG Inc,582484,,GSFC
PIEZOCERAMIC BASED ACTUATOR/SENSOR ARRAYS FOR VIBRATION CONTROL OF MACHINERY,KENETH LAZARUS,,Phase II,Cymer,689523,,GSFC
DIFFRACTIVE OPTICS DESIGN TOOL,SHIRLEY ENGUEHARD,,Phase II,Applied Mathematical Physics Research,598466,,MSFC
ENABLING TECHNOLOGY FOR PROTECTING ADVANCED GA COCKPITS AGAINST LIGHTNING AND HIRF,J. ANDERSON PLUMER,,Phase II,Lightning Technologies Inc,524479,,LaRC
DEVELOPMENT OF A HIGH-LIFE COMPRESSOR FOR MODULAR HEAT PUMP SYSTEMS,ADI GUZDAR,,Phase II,Foster-Miller Inc,589500,,JSC
AUTONOMOUS CONTOL OF MINIATURE SPACECRAFT USING ADAPTIVE NONLINEAR MODEL PREDICTIVE CONTROL (MPC),RAMAN MEHRA,,Phase II,Scientific Systems Company Inc.,666000,,JPL
AIRBORNE MULTISPECTRAL FIRE SENSOR,MICHAEL FINSON,,Phase II,Physical Sciences Inc.,600000,,ARC
INJECTION MOLDED HIGH PERFORMANCE PIEZOELECTRIC ACTUATORS,LESLIE BOWEN,,Phase II,Materials Systems Inc,594163,,LaRC
MICROGRAVITY PROCESSING OF BIOPOLYMER/METAL COMPOSITES FOR NLO APPLICATIONS,DONALD WISE,,Phase II,Cambridge Scientific Inc,574215,,MSFC
A NEW METHOD FOR ROCKET NOZZLE MATERIALS EVALUATION,MICHAEL FINSON,,Phase II,Physical Sciences Inc.,506035,,MSFC
SURFACE AND STRUCTURE MODIFIED CARBON FIBER MATERIALS FOR LITHIUM-ION BATTERY,SUMNER WOLSKY,,Phase I,Redox Battery Inc,99979,Small Business Technology Transfer,GRC
ATLM: AIRCRAFT TOTAL LIGHTNING MAPPER,RALPH MARKSON,,Phase II,Airborne Research Assoc,500000,Small Business Technology Transfer,LaRC
LITHIUM-ION BATTERIES FOR MICROSPACECRAFTS,A.C. MAKRIDES,,Phase I,EIC Laboratories Inc.,70000,,GSFC
RESISTANCE HEATING OF CARBON FOR THE REMOVAL OF CARBON DIOXIDE FROM CABIN AIR,ADI GUZDAR,,Phase I,Foster-Miller Inc,69600,,MSFC
OPTICAL LINKS FOR CRYOGENIC FOCAL PLANE ARRAY READOUT,JOHN BATES,,Phase I,Visidyne Inc.,69832,,JPL
AN ADVANCED ELETROLYSIS CELL FOR THRUSTER SYSTEMS,ANTHONY LACONTI,,Phase I,Giner Inc.,69976,,JSC
AN ADVANCED PROTON EXCHANGE MEMBRANE FUEL CELL,ANTHONY LACONTI,,Phase I,Giner Inc.,68567,,GRC
ADVANCED WIDE FIELD-OF-REGARD POINTING/STABILIZATION MIRROR WITH ULTRA-LIGHTWEIGHT AFOCAL TELESCOPE FOR SPACE-BASED INTERFEROMETRY,DEXTER WANG,,Phase I,SSG Inc,58684,,JPL
HIGH-PRECISION LOW COST SMART BEARING CONCEPT FOR ADVANCED CONTROL APPLICATIONS,DEXTER WANG,,Phase I,SSG Inc,69589,,JPL
PIEZOCERAMIC BASED ACTUATOR/SENSOR ARRAYS FOR VIBRATION CONTROL OF MACHINERY,KENETH LAZARUS,,Phase I,Cymer,69913,,GSFC
NEXT-GENERATION POWER ELECTRONICS MODULE FOR USE IN PMAD SYSTEMS,DAVID EISENHAURE,,Phase I,Satcon Technology Corp,68076,,GRC
DIFFRACTIVE OPTICS DESIGN TOOL,SHIRLEY ENGUEHARD,,Phase I,Applied Mathematical Physics Research,69944,,MSFC
LIQUID OXYGEN COMPATIBLE COATINGS FOR REUSABLE COMPOSITE CRYOGENIC TANKS,ADI GUZDAR,,Phase I,Foster-Miller Inc,99455,Small Business Technology Transfer,MSFC
ATLM: AIRCRAFT TOTAL LIGHTNING MAPPER,RALPH MARKSON,,Phase I,Airborne Research Assoc,100000,Small Business Technology Transfer,LaRC
