A Novel Technique For The Detection Of The Exobiologically Important Policyclic Aromatic Hydrocarbons,Cecilia Martner,,Phase I,Martner & Assoc,70000,,ARC
A Wireless Mems Instrument For Flow Measurements In Turbomachinery,Marnix F. E. Dillenius,,Phase I,Nielsen Engineering & Research Inc.,68898,,GRC
Ultralightweight Thermomechanically Stable Pyrolytic Graphite Composite Mirrors,Craig Ward,,Phase I,Ultramet,70000,,MSFC
360 Degree True 3-D Virtual Reality System,Patty Shaw,,Phase I,Physical Optics Corporation Applied Technology Division,69994,,JSC
Lightweight Ion Engine Body,Timothy Knowles,,Phase I,Energy Science Laboratories Inc.,70000,,JPL
Reliable Rugged And Stabilized Fiber-Coupled Lasers,Richard Wallace,,Phase I,Lightwave Electronics Corp,70000,,JPL
AIR TRAFFIC CONTROL AUTOMATION IN HEAVY WEATHER,John Sorensen,,Phase II,Sensis Seagull Technology Center,600000,,ARC
LOW-COST HIGH-PERFORMANCE POWER PROCESSING FOR ELECTRIC PROPULSION,Joseph Dodson,,Phase II,Space Power Inc,1100000,,GRC
TUNABLE SINGLE FREQUENCY CW IR 1.4-4.5 UM LASER SOURCE,Richard Wallace,,Phase II,Lightwave Electronics Corp,599068,,GSFC
AN INTELLIGENT INFORMATION SEARCH AGENT FOR THE AERODYNAMICS ENGINEERING PROCESS,Robert Childs,,Phase II,Nielsen Engineering & Research Inc.,502083,,ARC
PORTABLE SAMPLING SYSTEM FOR DETECTION OF PPM TRACES OF GASES,Steve Porter,,Phase II,Ferran Scientific Inc,560595,,KSC
VERIFIED VHDL SYNTHESIZABLE CORES,Bhaskar Rose,,Phase II,Derivation Systems Inc,587501,,LaRC
MOSDALENERGY ANALYSIS FOR BROADBAND DYNAMICS OF LARGE COMPLEX SYSTEMS,Paul Bremner,,Phase II,Vibro-Acoustic Sciences Inc,600000,,JPL
A CASE-BASED REASONING APPROACH TO INTELLIGENT TUTORING SYSTEMS AND ITS AUTHORING,Timothy Maher,,Phase II,Stottler Henke Associates Inc.,600000,,MSFC
NOVEL PULSE-BURST LASER SYSTEM FOR IMAGING DIAGNOSTIC IN HIGH SPEED COMBUSTION FLOWS,Jeremy Weston,,Phase II,Positive Light Inc,599756,,GRC
FAULT DETECTION DIAGNOSIS AND RECOVERY FOR AUTONOMOUS SPACECRAFT,Timothy Maher,,Phase II,Stottler Henke Associates Inc.,580000,,JSC
DIGITAL-ARRAY SCANNED INTERFEROMETRY DATA PROCESSING COMPUTER,Gary Langford,,Phase II,Skywatch Information Systems Inc,599990,,ARC
A WIRELESS MEMS INSTRUMENT FOR FLOW MEASUREMENTS IN TURBOMACHINERY,Marnix F. E. Dillenius,,Phase II,Nielsen Engineering & Research Inc.,599005,,GRC
LIGHTWEIGHT CARBON FILTER COMPOSITE MIRROR FABRICATION USING ADVANCED CORE TECHNOLOGY,J.E. Stumm,,Phase II,ATK Space Systems Inc,594593,,MSFC
SINGLE EVENT LATCHUP PROTECTION OF INTEGRATED CIRCUITS,David Strobel,,Phase II,Space Electronics Inc,600000,,MSFC
DISTRIBUTED PLANNING AND SIMULATION SYSTEM,Ann Tai,,Phase II,IA Tech Inc.,600000,,MSFC
NEXT GENERATION LIGHT-WEIGHT CERAMIC ABLATOR,Ming-Ta S. Hsu,,Phase II,HC Chem Research & Service Corp,595332,,ARC
PULSE DETONATION ENGINES FOR HIGH MACH NUMBER APPLICATIONS,Thomas Sobota,,Phase II,Advanced Projects Research Inc,600000,,LaRC
DYNAMICS SENSOR DATA VALIDATION FOR REUSABLE LAUNCH VEHICLE PROPULSION,RANDALL BICKFORD,,Phase I,Expert Microsystems Inc.,99958,Small Business Technology Transfer,MSFC
AUTONOMOUS SPACECRAFT GUIDANCE AND CONTROL,CHING-FANG LIN,,Phase I,American GNC Corporation,100000,Small Business Technology Transfer,MSFC
POWER GENERATOR FOR PLANETARY MISSIONS,NORBERT ELSNER,,Phase I,H-Z Technology Inc,100000,Small Business Technology Transfer,JSC
APPLICATION OF AN EXPERT DECISION MAKING SYSTEM AND PROCESS AUTOMATION TO THE FABRICATION OF ULTRA-PRECISION ASPHERIC OPTICS,DANIEL BAJUK,,Phase I,Tinsley Laboratories Inc,99975,Small Business Technology Transfer,GSFC
COMPACT LOW COST HAZARDOUS GAS DETECTION SYSTEM,DARBY MAKEL,,Phase I,Makel Engineering Inc.,99854,Small Business Technology Transfer,MSFC
DESIGN AND FABRICATION OF A MEMS-BASED INFRARED TUNNELING DETECTOR AND PREAMPLIFIER SUBSYSTEM FOR INSERTION INTO FOURIER TRANSFORM INFRARED SPECTROMETERS,DENISE LORTIE,,Phase I,Research & Development Laboratories,99639,Small Business Technology Transfer,GSFC
LASER ULTRASOUND IMAGING NDE TECHNIQUE BASED ON SECOND-ORDER HOLOGRAPHIC INTERFEROMETRY,PATTY SHAW,,Phase I,Physical Optics Corporation Applied Technology Division,99974,Small Business Technology Transfer,MSFC
ADVANCED INTERNAL COMBUSTION ENGINE USING JET FUELS FOR LIGHT AIRCRAFT,PATRICIA WILKS,,Phase I,Dyna-Cam Aero Engine Corp,100000,Small Business Technology Transfer,GRC
DETERMINISTIC FABRICATION OF ULTRA-PRECISION OPTICS USING ION BEAM MILLING,DANIEL BAJUK,,Phase I,Tinsley Laboratories Inc,100000,Small Business Technology Transfer,GSFC
DYNAMICS SENSOR DATA VALIDATION FOR REUSABLE LAUNCH VEHICLE PROPULSION,RANDALL BICKFORD,,Phase II,Expert Microsystems Inc.,0,Small Business Technology Transfer,MSFC
DESIGN AND FABRICATION OF A MEMS-BASED INFRARED TUNNELING DETECTOR AND PREAMPLIFIER SUBSYSTEM FOR INSERTION INTO FOURIER TRANSFORM INFRARED SPECTROMETERS,DENISE LORTIE,,Phase II,Research & Development Laboratories,0,Small Business Technology Transfer,GSFC
COMPACT LOW COST HAZARDOUS GAS DETECTION SYSTEM,DARBY MAKEL,,Phase II,Makel Engineering Inc.,0,Small Business Technology Transfer,MSFC
DETERMINISTIC FABRICATION OF ULTRA-PRECISION OPTICS USING ION BEAM MILLING,DANIEL BAJUK,,Phase II,Tinsley Laboratories Inc,0,Small Business Technology Transfer,GSFC
