MULTI-POINT IN -SITU PROFILING OF LARGE ASPHERICS,Paul Glenn,,Phase II,Bauer Assoc Inc,506781,,GSFC
SIMULATORS FOR CHEMICAL AND PHYSICAL VAPOR TRANSPORT CRYSTAL GROWTH,Shariar Motakef,,Phase II,Cape Simulations Inc.,590345,,MSFC
LOW TEMPERATURE DEFORMABLE MIRROR TECHNOLOGY,Mark Ealey,,Phase II,Xinetics Inc.,592850,,MSFC
HIGH ACTUATOR DENSITY DEFORMABLE MIRRORS,Mark Ealey,,Phase II,Xinetics Inc.,587315,,MSFC
Large Low-Temperature Silicon Carbide Mirrors,Mark Ealey,,Phase II,Xinetics Inc.,596691,,MSFC
AUTONOMOUS DRIFTING OCEAN STATION (ADOS),W. Gary Williams,,Phase II,Clearwater Instrumentation Inc.,600000,,GSFC
SURFACE EMG SYSTEM FOR USE IN LONG-TERM VIGOROUS ACTIVITIES,Carlo De Luca,,Phase II,Delsys Inc,577315,,JSC
TRITON COMPOSITE MATERIAL FOR LIGHTWEIGHT EMI SHIELDING,Ross Haghighat,,Phase II,Triton Systems Inc.,597173,,GRC
PROCESSING OF ULTRATHIN POLY ARYLENE ETHER BENZIMIDAZOLE (PAEBI) FOR AEROSPACE SYSTEMS AND STRUCTURES,Ross Haghighat,,Phase II,Triton Systems Inc.,599994,,LaRC
A ROBUST FIBER OPTIC RAMAN PROBE FOR LOW TEMPERATURE PLANETARY EXPLORATION,A.C. Makrides,,Phase II,EIC Laboratories Inc.,598094,,MSFC
MULTIPURPOSE ADVANCED TILT ROTOR CONTROL SYSTEM DESIGN USING MODEL PREDICTIVE CONTROL,Raman Mehra,,Phase II,Scientific Systems Company Inc.,586264,,ARC
CLOSED-LOOP FLOW CONTROL SYSTEM FOR IMPROVED HIGH ANGLE-OF-ATTACK MANEUVERABILITY,Robert Weiss,,Phase II,Physical Sciences Inc.,597109,,LaRC
ELECTRICALLY CONDUCTIVE SPACE-DURABLE THERMAL CONTROL COATINGS TO MITIGATE SPACE ENVIRONMENTAL EFFETS,Ross Haghighat,,Phase II,Triton Systems Inc.,599959,,MSFC
LOW-NOISE CRYOGENIC GERMANIUM FIELD EFFECT TRANSISTOR,Oliver Ward,,Phase II,GPD Optoelectronics Corporation,598595,,GSFC
COMPRESSOR STALL WARNING SYSTEM,Raman Mehra,,Phase II,Scientific Systems Company Inc.,600000,,GRC
DUAL POLARIZED CONICALLY SCANNED THINNED ARRAY RADIOMETER,JAMES FUSARO,,Phase I,ProSensing Inc.,100000,Small Business Technology Transfer,GSFC
GLOBAL POSITIONING SYSTEM FOR TERRAIN AWARENESS AND ALERTING IN THE GENERAL AVIATION COCKPIT,GREG ZACHARIAS,,Phase I,Charles River Analytics Inc.,100000,Small Business Technology Transfer,LaRC
MICROMACHINED TUNABLE OPTICAL FILTER ARRAYS FOR REMOTE SENSING,MICHAEL FINSON,,Phase I,Physical Sciences Inc.,100000,Small Business Technology Transfer,GSFC
